ADDRESS;COUNTRY_CODE;GEO_ID
Kennebec County, Maine, United States;US;100557878
Androscoggin County, Maine, United States;US;104642703
Hancock County, Maine, United States;US;104510284
Aroostook County, Maine, United States;US;101581076
Oxford County, Maine, United States;US;101395870
Knox County, Maine, United States;US;106984455
Sagadahoc County, Maine, United States;US;100787993
Somerset County, Maine, United States;US;105591777
Waldo County, Maine, United States;US;104051443
Lincoln County, Maine, United States;US;103655278
Franklin County, Maine, United States;US;104583342
Washington County, Maine, United States;US;102159842
Piscataquis County, Maine, United States;US;101023771
Tri-Cities, Michigan Metropolitan Area;US;90000696
Wayne County, Michigan, United States;US;103400705
Oakland County, Michigan, United States;US;100464560
Macomb County, Michigan, United States;US;105390077
Kent County, Michigan, United States;US;102670951
Washtenaw County, Michigan, United States;US;103756318
Ingham County, Michigan, United States;US;106639051
Genesee County, Michigan, United States;US;106474861
Kalamazoo County, Michigan, United States;US;104294809
Ottawa County, Michigan, United States;US;106988399
Livingston County, Michigan, United States;US;104777624
Saginaw County, Michigan, United States;US;102222763
Berrien County, Michigan, United States;US;103941578
Muskegon County, Michigan, United States;US;105458909
Jackson County, Michigan, United States;US;102238756
St. Clair County, Michigan, United States;US;107053020
Monroe County, Michigan, United States;US;103422403
Calhoun County, Michigan, United States;US;105408405
Grand Traverse County, Michigan, United States;US;106387247
Lenawee County, Michigan, United States;US;103378870
Bay County, Michigan, United States;US;104692954
Rochester-Austin, Minnesota Area;US;90000682
Hennepin County, Minnesota, United States;US;104137521
Ramsey County, Minnesota, United States;US;104822334
Dakota County, Minnesota, United States;US;102664284
St. Louis County, Minnesota, United States;US;103371271
Olmsted County, Minnesota, United States;US;102353657
Stearns County, Minnesota, United States;US;106167871
Washington County, Minnesota, United States;US;104649414
Scott County, Minnesota, United States;US;105459542
Anoka County, Minnesota, United States;US;105363272
Carver County, Minnesota, United States;US;101810051
Wright County, Minnesota, United States;US;101871617
Blue Earth County, Minnesota, United States;US;103402248
Sherburne County, Minnesota, United States;US;100076188
Rice County, Minnesota, United States;US;100458641
Crow Wing County, Minnesota, United States;US;102420817
Clay County, Minnesota, United States;US;105369548
Chisago County, Minnesota, United States;US;106421789
Winona County, Minnesota, United States;US;101203448
Goodhue County, Minnesota, United States;US;106434447
Beltrami County, Minnesota, United States;US;107130010
Springfield-Branson, Missouri Area;US;90000792
Greater Columbia, Missouri Area;US;90000174
St. Louis City County, Missouri, United States;US;104853528
Jackson County, Missouri, United States;US;104225719
St. Louis County, Missouri, United States;US;102478537
St. Charles County, Missouri, United States;US;104433967
Greene County, Missouri, United States;US;102069486
Boone County, Missouri, United States;US;105915306
Jefferson County, Missouri, United States;US;105550090
Jasper County, Missouri, United States;US;100956211
Cass County, Missouri, United States;US;100424801
Clay County, Missouri, United States;US;103796224
Cole County, Missouri, United States;US;105579101
Franklin County, Missouri, United States;US;103763782
Buchanan County, Missouri, United States;US;102392428
Cape Girardeau County, Missouri, United States;US;100599847
Christian County, Missouri, United States;US;104797640
Taney County, Missouri, United States;US;100388454
Johnson County, Missouri, United States;US;101223136
Phelps County, Missouri, United States;US;101399555
St. Francois County, Missouri, United States;US;106256256
Pulaski County, Missouri, United States;US;105202260
Mississippi County, Arkansas, United States;US;103540024
Hinds County, Mississippi, United States;US;105402369
Harrison County, Mississippi, United States;US;104804309
Mississippi County, Missouri, United States;US;104687499
De Soto County, Mississippi, United States;US;100445668
Rankin County, Mississippi, United States;US;102341260
Forrest County, Mississippi, United States;US;102639591
Madison County, Mississippi, United States;US;106626560
Jackson County, Mississippi, United States;US;102999463
Lee County, Mississippi, United States;US;100112897
Lafayette County, Mississippi, United States;US;104924820
Oktibbeha County, Mississippi, United States;US;106351039
Lauderdale County, Mississippi, United States;US;106219849
Lowndes County, Mississippi, United States;US;102843775
Jones County, Mississippi, United States;US;101784369
Warren County, Mississippi, United States;US;100401444
Hancock County, Mississippi, United States;US;103928998
Pearl River County, Mississippi, United States;US;100717443
Washington County, Mississippi, United States;US;105919226
Pike County, Mississippi, United States;US;101039546
Yellowstone County, Montana, United States;US;106934941
Missoula County, Montana, United States;US;104589316
Gallatin County, Montana, United States;US;104537436
Flathead County, Montana, United States;US;104675901
Lewis and Clark County, Montana, United States;US;103592528
Cascade County, Montana, United States;US;105432597
Ravalli County, Montana, United States;US;104270167
Silver Bow County, Montana, United States;US;101582680
Lake County, Montana, United States;US;100509707
Park County, Montana, United States;US;107101890
Lincoln County, Montana, United States;US;100019874
Hill County, Montana, United States;US;101982915
Richland County, Montana, United States;US;105258259
Stillwater County, Montana, United States;US;105411222
Carbon County, Montana, United States;US;102320192
Jefferson County, Montana, United States;US;100965217
Custer County, Montana, United States;US;100434637
Sanders County, Montana, United States;US;101780755
Fergus County, Montana, United States;US;104288928
Rosebud County, Montana, United States;US;104633366
Lincoln, Nebraska Metropolitan Area;US;90000436
Douglas County, Nebraska, United States;US;103770858
Lancaster County, Nebraska, United States;US;106842220
Sarpy County, Nebraska, United States;US;104128448
Buffalo County, Nebraska, United States;US;104406304
Hall County, Nebraska, United States;US;102770010
Dodge County, Nebraska, United States;US;102316475
Madison County, Nebraska, United States;US;101454481
Scotts Bluff County, Nebraska, United States;US;105369670
Lincoln County, Nebraska, United States;US;104047626
Adams County, Nebraska, United States;US;100593519
Platte County, Nebraska, United States;US;104539939
Cass County, Nebraska, United States;US;100895199
Washington County, Nebraska, United States;US;105624545
Saunders County, Nebraska, United States;US;101797054
Gage County, Nebraska, United States;US;102270013
Seward County, Nebraska, United States;US;102196683
Dawson County, Nebraska, United States;US;101156397
Dakota County, Nebraska, United States;US;106567376
York County, Nebraska, United States;US;103905056
Otoe County, Nebraska, United States;US;105988000
Fayetteville, North Carolina Metropolitan Area;US;90000256
Greenville-Washington, North Carolina Area;US;90000315
Mecklenburg County, North Carolina, United States;US;101746690
Wake County, North Carolina, United States;US;103712507
Guilford County, North Carolina, United States;US;107125041
Durham County, North Carolina, United States;US;101136385
Forsyth County, North Carolina, United States;US;101697469
Cumberland County, North Carolina, United States;US;100320107
Buncombe County, North Carolina, United States;US;104616030
New Hanover County, North Carolina, United States;US;102906310
Orange County, North Carolina, United States;US;105689473
Cabarrus County, North Carolina, United States;US;106945459
Gaston County, North Carolina, United States;US;106366113
Pitt County, North Carolina, United States;US;101325036
Union County, North Carolina, United States;US;102923449
Iredell County, North Carolina, United States;US;100713542
Onslow County, North Carolina, United States;US;102999674
Catawba County, North Carolina, United States;US;106995076
Alamance County, North Carolina, United States;US;103804981
Johnston County, North Carolina, United States;US;105026906
Brunswick County, North Carolina, United States;US;101554125
Rowan County, North Carolina, United States;US;105876799
Fargo–Moorhead County, North Dakota, United States;US;103842750
Cass County, North Dakota, United States;US;100961385
Burleigh County, North Dakota, United States;US;100776027
Grand Forks County, North Dakota, United States;US;106987343
Ward County, North Dakota, United States;US;100013099
Williams County, North Dakota, United States;US;101182087
Stark County, North Dakota, United States;US;105171976
Morton County, North Dakota, United States;US;101385705
Stutsman County, North Dakota, United States;US;100411975
Richland County, North Dakota, United States;US;105549793
McKenzie County, North Dakota, United States;US;103945088
Mountrail County, North Dakota, United States;US;106434204
Ramsey County, North Dakota, United States;US;100681026
Barnes County, North Dakota, United States;US;102038191
Traill County, North Dakota, United States;US;100300265
Walsh County, North Dakota, United States;US;105942292
Rolette County, North Dakota, United States;US;104080800
Mercer County, North Dakota, United States;US;106640689
McLean County, North Dakota, United States;US;100439426
Pembina County, North Dakota, United States;US;101271689
Bottineau County, North Dakota, United States;US;103085325
Hillsborough County, New Hampshire, United States;US;101496114
Rockingham County, New Hampshire, United States;US;106274302
Merrimack County, New Hampshire, United States;US;102676316
Strafford County, New Hampshire, United States;US;100900920
Grafton County, New Hampshire, United States;US;100687500
Cheshire County, New Hampshire, United States;US;106482417
Belknap County, New Hampshire, United States;US;105136427
Carroll County, New Hampshire, United States;US;100880632
Sullivan County, New Hampshire, United States;US;102165301
Coos County, New Hampshire, United States;US;104637342
Great North Woods Region County, New Hampshire, United States;US;103142791
Dartmouth–Lake Sunapee Region County, New Hampshire, United States;US;102800590
Seacoast Region County, New Hampshire, United States;US;102639303
Bergen County, New Jersey, United States;US;101975700
Middlesex County, New Jersey, United States;US;100338469
Essex County, New Jersey, United States;US;101981478
Hudson County, New Jersey, United States;US;102714935
Monmouth County, New Jersey, United States;US;102659333
Morris County, New Jersey, United States;US;100508674
Union County, New Jersey, United States;US;105556606
Camden County, New Jersey, United States;US;103523661
Burlington County, New Jersey, United States;US;103705520
Mercer County, New Jersey, United States;US;102531430
Passaic County, New Jersey, United States;US;102822790
Ocean County, New Jersey, United States;US;103075156
Somerset County, New Jersey, United States;US;101610781
Gloucester County, New Jersey, United States;US;102250161
Atlantic County, New Jersey, United States;US;103116151
Hunterdon County, New Jersey, United States;US;101855446
Sussex County, New Jersey, United States;US;100484510
Warren County, New Jersey, United States;US;100197369
Cumberland County, New Jersey, United States;US;100762906
Cape May County, New Jersey, United States;US;105236659
Bernalillo County, New Mexico, United States;US;106816857
Santa Fe County, New Mexico, United States;US;101578622
Dona Ana County, New Mexico, United States;US;100134750
Sandoval County, New Mexico, United States;US;101383863
San Juan County, New Mexico, United States;US;100322717
Valencia County, New Mexico, United States;US;106589758
Eddy County, New Mexico, United States;US;104559790
Lea County, New Mexico, United States;US;103738160
Chaves County, New Mexico, United States;US;104998276
Otero County, New Mexico, United States;US;104627325
Curry County, New Mexico, United States;US;103251206
McKinley County, New Mexico, United States;US;101741976
Los Alamos County, New Mexico, United States;US;103071052
Taos County, New Mexico, United States;US;104974533
Rio Arriba County, New Mexico, United States;US;103013446
Grant County, New Mexico, United States;US;100412971
San Miguel County, New Mexico, United States;US;103978627
Lincoln County, New Mexico, United States;US;101562390
Roosevelt County, New Mexico, United States;US;105926772
Cibola County, New Mexico, United States;US;105270753
Halifax, Nova Scotia, Canada;CA;103961363
Antigonish County, Nova Scotia, Canada;CA;107879786
Pictou County, Nova Scotia, Canada;CA;108067212
Colchester, Nova Scotia, Canada;CA;104167332
Lunenburg, Nova Scotia, Canada;CA;106027045
Pictou, Nova Scotia, Canada;CA;104264295
Antigonish, Nova Scotia, Canada;CA;106850743
Annapolis, Nova Scotia, Canada;CA;106389936
Shelburne, Nova Scotia, Canada;CA;101939823
Queens, Nova Scotia, Canada;CA;104668820
Richmond, Nova Scotia, Canada;CA;101360665
Digby County, Nova Scotia, Canada;CA;105037667
Yarmouth County, Nova Scotia, Canada;CA;104725533
Hants County, Nova Scotia, Canada;CA;104557331
Victoria County, Nova Scotia, Canada;CA;104372852
Lunenburg County, Nova Scotia, Canada;CA;102845298
Guysborough County, Nova Scotia, Canada;CA;101260725
